loan_amount,interest_rate,grade,homeownership,debt_to_income
8000,18.06,D,RENT,25.11
9550,26.3,E,MORTGAGE,35.32
3000,15.05,C,RENT,5.85
40000,15.05,C,MORTGAGE,40.8
8000,10.91,B,RENT,26.98
35000,7.97,A,OWN,10.82
35000,7.96,A,RENT,20.08
9000,7.97,A,MORTGAGE,13.34
22000,5.32,A,RENT,21.35
26000,14.08,C,MORTGAGE,24.53
4000,7.97,A,MORTGAGE,27.96
1000,21.85,D,RENT,35.35
25000,13.59,C,MORTGAGE,7.52
20000,9.92,B,RENT,9.59
14000,18.45,D,OWN,23.35
35000,20,D,MORTGAGE,20.16
10000,5.32,A,RENT,9.12
5000,13.59,C,RENT,3.75
25000,6.72,A,MORTGAGE,3.26
10000,15.05,C,MORTGAGE,39.25
21000,10.42,B,RENT,16.34
12000,7.97,A,RENT,8.04
40000,7.34,A,MORTGAGE,9.83
5000,15.05,C,RENT,8.21
6000,19.03,D,MORTGAGE,21.03
3600,20.39,D,RENT,17.49
24000,9.92,B,RENT,11.6
30000,16.02,C,OWN,32.19
30000,16.01,C,MORTGAGE,12.14
30000,24.85,E,MORTGAGE,31.1
30000,24.84,E,MORTGAGE,38.21
15000,13.59,C,RENT,38.39
20000,13.58,C,MORTGAGE,39.89
10000,6.08,A,MORTGAGE,7.04
11000,7.35,A,RENT,19.58
40000,7.35,A,MORTGAGE,21.67
3500,13.58,C,RENT,7.05
10000,9.44,B,RENT,9.69
14400,17.09,D,OWN,22.53
10000,12.62,C,OWN,28.6
16000,12.61,C,MORTGAGE,10.29
14400,7.34,A,RENT,8.17
10000,19.03,D,RENT,21.08
14500,6.71,A,MORTGAGE,29.92
10000,6.08,A,MORTGAGE,13.41
15000,10.42,B,OWN,7.97
21000,9.92,B,MORTGAGE,31.45
5000,19.42,D,RENT,18.92
40000,14.07,C,RENT,23.64
40000,7.35,A,MORTGAGE,10.92
8500,18.45,D,MORTGAGE,31.29
20000,6.08,A,MORTGAGE,27.95
13000,12.62,C,RENT,20.18
5400,15.04,C,RENT,8.96
12000,7.35,A,MORTGAGE,21.83
22000,6.07,A,MORTGAGE,16.17
3600,6.72,A,MORTGAGE,25.9
8000,5.32,A,OWN,6.51
24000,26.3,E,RENT,24.42
35000,7.35,A,MORTGAGE,15.16
16000,10.9,B,RENT,60.22
24000,9.93,B,MORTGAGE,13.84
3000,15.05,C,MORTGAGE,17.48
20000,6.07,A,MORTGAGE,23.28
20000,5.32,A,MORTGAGE,19.15
10000,18.06,D,MORTGAGE,15.89
22100,26.3,E,MORTGAGE,26.72
15000,14.07,C,OWN,12.56
40000,19.03,D,MORTGAGE,134.53
18000,15.05,C,RENT,10.41
1200,6.72,A,RENT,8.87
35000,14.08,C,MORTGAGE,21.75
6000,11.99,B,MORTGAGE,3.18
10000,5.31,A,MORTGAGE,10.98
20000,23.87,E,RENT,7.72
20000,9.43,B,OWN,20.48
25000,6.72,A,MORTGAGE,17.18
35000,19.03,D,RENT,26.1
6000,11.99,B,MORTGAGE,24.81
20000,21.45,D,RENT,17.37
16000,6.08,A,MORTGAGE,7.65
35000,11.98,B,OWN,20.1
10000,9.43,B,MORTGAGE,20.25
40000,5.32,A,MORTGAGE,4.93
3000,10.9,B,RENT,62.57
1800,7.34,A,MORTGAGE,28.82
6000,10.9,B,MORTGAGE,4.84
9000,6.72,A,RENT,26.69
19600,10.42,B,MORTGAGE,22.65
3000,10.9,B,RENT,34.72
36000,17.47,D,OWN,8.94
7200,16.01,C,RENT,18.99
5000,11.99,B,RENT,5.31
12000,26.3,E,MORTGAGE,7.46
18000,9.44,B,OWN,26.4
30000,10.42,B,MORTGAGE,43.95
22000,11.98,B,RENT,5.25
8000,7.96,A,MORTGAGE,15.81
7000,11.98,B,RENT,6.02
25000,5.32,A,MORTGAGE,15.13
35000,6.72,A,MORTGAGE,20.07
13500,9.44,B,OWN,0.69
20000,6.07,A,MORTGAGE,15.74
5000,21.45,D,RENT,28.68
30000,12.62,C,MORTGAGE,25
16000,13.58,C,RENT,24.58
10500,25.82,E,OWN,34.28
3350,5.31,A,MORTGAGE,6.72
40000,15.04,C,MORTGAGE,4.32
10000,6.08,A,RENT,7.83
40000,10.42,B,MORTGAGE,11.4
18000,6.72,A,OWN,10.08
25000,16.02,C,MORTGAGE,25.02
24000,22.9,E,RENT,24.86
15000,15.04,C,MORTGAGE,4.53
10000,10.41,B,RENT,1.94
1000,9.93,B,MORTGAGE,29.26
27000,15.05,C,MORTGAGE,6.16
16000,16.02,C,MORTGAGE,9.52
25000,26.77,E,RENT,34.31
10000,12.62,C,MORTGAGE,13.38
33400,13.58,C,MORTGAGE,13.85
36000,9.44,B,OWN,23.54
11500,10.42,B,RENT,10.24
15000,10.9,B,MORTGAGE,24.75
5000,11.99,B,RENT,26.09
20000,9.44,B,RENT,8.02
6000,9.93,B,MORTGAGE,25.74
21600,14.08,C,MORTGAGE,23.7
10000,11.98,B,RENT,9.8
40000,11.99,B,OWN,70.21
8400,16.02,C,MORTGAGE,31.06
28000,9.43,B,OWN,20.94
18000,5.31,A,MORTGAGE,13.59
10000,9.93,B,MORTGAGE,10.92
25000,15.05,C,OWN,20.9
7000,9.43,B,MORTGAGE,12.81
7500,16.02,C,MORTGAGE,37.5
21000,15.04,C,MORTGAGE,21.8
2600,9.93,B,RENT,18.4
8000,14.08,C,MORTGAGE,22.52
22000,7.35,A,MORTGAGE,12.64
9000,5.32,A,MORTGAGE,17.27
17650,20,D,MORTGAGE,31.92
1800,10.42,B,RENT,0
8000,6.08,A,MORTGAGE,12.6
10000,5.32,A,RENT,23.16
10000,9.92,B,MORTGAGE,17.24
25000,14.07,C,MORTGAGE,31.4
40000,9.93,B,OWN,36.28
30000,6.72,A,MORTGAGE,13.27
15000,15.04,C,RENT,18.46
9800,9.44,B,RENT,32.88
21000,10.91,B,MORTGAGE,28.8
25000,9.93,B,RENT,15.09
5000,13.59,C,MORTGAGE,33.99
3000,7.96,A,MORTGAGE,10.98
11200,16.01,C,MORTGAGE,12.03
7000,10.42,B,RENT,19.16
21000,9.92,B,MORTGAGE,20.29
29600,9.93,B,MORTGAGE,27.41
10000,17.09,D,RENT,15.84
6000,7.35,A,MORTGAGE,8.54
20000,16.02,C,RENT,7.68
10000,13.59,C,MORTGAGE,13.5
16000,15.05,C,RENT,10.49
20000,17.09,D,MORTGAGE,16.11
20000,7.97,A,MORTGAGE,17.52
10000,6.71,A,RENT,12.78
17600,15.04,C,MORTGAGE,16.27
38400,15.05,C,MORTGAGE,8.08
20000,30.75,F,RENT,49.26
2500,19.03,D,RENT,19.24
35000,10.9,B,MORTGAGE,13.35
8000,13.59,C,RENT,15.26
28000,9.92,B,MORTGAGE,21.91
25000,9.93,B,MORTGAGE,28.94
12000,11.99,B,MORTGAGE,19.31
36000,9.44,B,RENT,31.67
10800,12.61,C,RENT,28.98
20000,7.97,A,MORTGAGE,15.12
12800,10.9,B,MORTGAGE,25.16
8725,11.99,B,MORTGAGE,9.39
20000,10.42,B,MORTGAGE,5.17
5400,18.45,D,RENT,24.13
12800,12.61,C,MORTGAGE,23.92
24000,7.96,A,RENT,31.64
1700,6.71,A,OWN,19.62
25000,17.47,D,OWN,24.65
40000,9.93,B,MORTGAGE,22.47
4000,13.58,C,RENT,15.24
25000,6.71,A,MORTGAGE,16.93
10000,19.03,D,MORTGAGE,23.79
32400,19.42,D,RENT,17.43
21000,5.32,A,MORTGAGE,13.47
12000,26.3,E,RENT,3.47
16000,11.98,B,OWN,18.79
3000,9.93,B,MORTGAGE,7.44
25000,5.32,A,MORTGAGE,7.94
10000,11.99,B,MORTGAGE,21.23
19350,11.99,B,MORTGAGE,15.04
22425,21.45,D,MORTGAGE,11.63
5600,12.61,C,OWN,23.98
10000,7.96,A,RENT,24.03
12000,11.98,B,RENT,29.53
20000,9.44,B,MORTGAGE,16.32
40000,6.71,A,OWN,0.78
40000,9.44,B,MORTGAGE,9.73
36000,9.93,B,RENT,5.6
30000,5.32,A,OWN,18.22
32000,9.93,B,MORTGAGE,22.18
5150,5.32,A,RENT,3.15
35000,13.59,C,MORTGAGE,12.64
10000,15.05,C,OWN,6.3
10200,6.72,A,MORTGAGE,17.4
3500,9.92,B,OWN,4.67
20000,7.35,A,RENT,22.98
40000,12.62,C,RENT,1.86
15000,7.96,A,OWN,11.63
8000,12.61,C,MORTGAGE,22.52
21000,10.42,B,RENT,25.59
25000,24.85,E,RENT,31.93
25000,21.45,D,OWN,21.28
28000,16.02,C,RENT,49.69
7500,5.32,A,MORTGAGE,7.47
35000,15.05,C,MORTGAGE,54.81
10000,16.01,C,MORTGAGE,33.07
10000,17.47,D,OWN,18.69
10000,7.96,A,RENT,49.44
35000,13.58,C,RENT,9.18
25000,6.72,A,RENT,15.56
1800,6.07,A,MORTGAGE,19.2
8000,6.08,A,MORTGAGE,23.19
12000,14.08,C,RENT,4.1
12975,12.62,C,MORTGAGE,13.53
6500,7.97,A,OWN,24.79
28000,19.03,D,RENT,23.37
4500,10.41,B,OWN,8.45
4550,9.44,B,MORTGAGE,20.32
10000,5.31,A,MORTGAGE,6.34
2700,19.03,D,MORTGAGE,21.26
15000,18.45,D,MORTGAGE,20.59
20850,20,D,RENT,23.96
7500,6.08,A,OWN,10.94
10000,7.97,A,RENT,18.03
5000,6.72,A,RENT,31.02
5000,15.05,C,MORTGAGE,13.91
9000,13.58,C,RENT,30.47
15000,13.59,C,MORTGAGE,13.71
3700,6.07,A,MORTGAGE,11.23
18000,21.85,D,MORTGAGE,15.78
24000,9.93,B,MORTGAGE,50.77
30000,21.85,D,OWN,6.77
12000,17.47,D,MORTGAGE,25.55
20000,12.62,C,MORTGAGE,14.82
7800,6.71,A,RENT,12.73
12000,11.99,B,MORTGAGE,14.97
13000,19.42,D,RENT,35.4
40000,9.92,B,MORTGAGE,9.45
16000,7.34,A,RENT,12.86
16000,12.61,C,RENT,20.95
35000,13.59,C,MORTGAGE,12.76
16000,17.09,D,RENT,39.77
40000,7.97,A,MORTGAGE,6.7
15000,19.42,D,RENT,38.24
27600,16.01,C,MORTGAGE,19.78
20000,9.44,B,RENT,22.78
4000,21.45,D,MORTGAGE,3.65
38000,14.08,C,MORTGAGE,15.33
19000,15.04,C,RENT,31.13
13000,16.01,C,RENT,8.05
8500,9.43,B,RENT,45.47
10000,14.08,C,MORTGAGE,33.31
16000,10.9,B,MORTGAGE,10.77
5600,7.96,A,MORTGAGE,26.71
15000,6.08,A,MORTGAGE,14.53
15000,7.97,A,RENT,30.06
10000,9.92,B,OWN,20.5
32400,15.04,C,MORTGAGE,19.08
20000,14.08,C,RENT,18.14
3500,6.71,A,RENT,27.31
2500,10.42,B,RENT,8.15
16000,13.59,C,RENT,26.62
21600,13.59,C,MORTGAGE,14.1
5000,20,D,RENT,34.75
2100,9.44,B,RENT,8.18
15000,6.72,A,RENT,10.87
21000,11.99,B,MORTGAGE,26.84
10000,13.59,C,RENT,13.55
20000,11.99,B,OWN,13.66
28000,13.59,C,OWN,29.39
7000,10.91,B,MORTGAGE,9.34
15000,21.45,D,RENT,18.25
6000,6.08,A,RENT,21.08
12000,5.32,A,OWN,15.74
5000,18.06,D,MORTGAGE,15.23
20000,21.85,D,RENT,9.44
30000,23.87,E,RENT,20.11
21000,5.31,A,OWN,9.5
18000,6.71,A,MORTGAGE,6.42
10000,19.42,D,RENT,18.81
15000,7.97,A,RENT,21.03
20000,7.97,A,RENT,22.72
19500,16.02,C,MORTGAGE,16.17
22000,18.06,D,RENT,29.4
12000,5.31,A,MORTGAGE,6.71
3000,10.91,B,RENT,27.42
8000,15.04,C,OWN,11.44
17600,13.58,C,RENT,41.06
10000,20.39,D,MORTGAGE,31.88
5000,18.06,D,RENT,7.27
15000,19.03,D,RENT,35.66
30000,25.81,E,RENT,29.94
25050,15.04,C,RENT,28.59
7500,7.96,A,MORTGAGE,10.68
11200,11.98,B,OWN,3.21
12800,5.32,A,MORTGAGE,40.75
20000,16.01,C,OWN,30.75
21000,9.92,B,MORTGAGE,15.35
10000,18.45,D,MORTGAGE,16.92
11200,16.02,C,RENT,11.44
12600,7.97,A,RENT,13.22
6000,13.59,C,OWN,21.22
12000,16.01,C,MORTGAGE,12.86
16000,9.44,B,MORTGAGE,10.6
5125,11.99,B,MORTGAGE,16.3
26000,12.61,C,MORTGAGE,18.09
15600,14.07,C,MORTGAGE,18.7
13000,10.91,B,MORTGAGE,28.31
5600,7.96,A,RENT,7.96
10000,7.97,A,MORTGAGE,11.59
20200,18.06,D,RENT,17.66
10000,10.91,B,MORTGAGE,4.56
2000,21.85,D,RENT,26.86
34650,11.99,B,OWN,29.73
18000,10.91,B,RENT,16.35
12000,15.05,C,RENT,24.91
3000,6.72,A,RENT,4.46
14900,9.93,B,MORTGAGE,11.41
9000,9.43,B,OWN,17.27
5000,13.58,C,RENT,34.73
15000,10.9,B,RENT,36.32
9000,12.62,C,MORTGAGE,24.6
5000,9.92,B,RENT,7.16
14000,11.98,B,MORTGAGE,19.76
4800,15.05,C,RENT,10.78
16000,7.97,A,RENT,22.25
16000,18.45,D,RENT,21.28
10000,15.04,C,RENT,22.11
7500,13.59,C,MORTGAGE,10.62
36000,12.62,C,OWN,0.84
40000,9.44,B,MORTGAGE,4.54
10000,19.03,D,MORTGAGE,13.73
15000,6.71,A,OWN,12.23
11000,28.72,F,RENT,NA
3000,7.96,A,MORTGAGE,10.14
6500,10.91,B,MORTGAGE,42.67
9000,21.85,D,MORTGAGE,24.53
16000,9.93,B,RENT,10.95
10000,9.93,B,MORTGAGE,9.13
12000,6.07,A,MORTGAGE,5.82
16000,12.61,C,RENT,7.85
12000,18.45,D,MORTGAGE,20.13
8500,14.07,C,MORTGAGE,21.91
5000,6.07,A,MORTGAGE,14.85
20000,16.01,C,RENT,9.18
36000,6.72,A,MORTGAGE,24.31
3000,7.35,A,OWN,13.09
10000,9.92,B,RENT,23.52
7500,12.62,C,MORTGAGE,28.72
20000,16.02,C,RENT,22.19
6000,11.99,B,RENT,44.72
7000,13.59,C,OWN,32.36
3000,9.43,B,MORTGAGE,12.14
7000,6.08,A,RENT,14.08
15000,11.98,B,MORTGAGE,35.8
5000,9.44,B,OWN,26.88
15000,7.97,A,MORTGAGE,38.96
6600,10.42,B,RENT,1.85
30000,7.97,A,MORTGAGE,21.31
15000,12.62,C,RENT,27.37
10000,11.99,B,MORTGAGE,38.55
10000,13.59,C,RENT,7.14
17000,21.45,D,OWN,26.33
10800,7.34,A,MORTGAGE,1.18
1000,18.06,D,OWN,12.8
36000,7.34,A,RENT,34.93
40000,9.92,B,RENT,7.51
20000,16.01,C,MORTGAGE,23.31
2000,10.9,B,MORTGAGE,28.06
25000,9.44,B,MORTGAGE,9.36
30000,25.82,E,RENT,7.59
16000,20.39,D,RENT,14.37
12000,7.97,A,RENT,8.83
1800,10.91,B,RENT,8.55
12000,10.41,B,RENT,32.41
10000,10.42,B,MORTGAGE,29.6
25000,26.3,E,MORTGAGE,24.11
40000,7.96,A,MORTGAGE,13.98
12000,15.04,C,RENT,23.2
14000,19.42,D,MORTGAGE,32
30000,6.08,A,MORTGAGE,137.52
25000,7.34,A,MORTGAGE,6.5
6000,18.06,D,OWN,10.32
2500,5.32,A,MORTGAGE,21.4
35000,11.99,B,MORTGAGE,11.99
15000,5.31,A,MORTGAGE,5.64
6000,7.35,A,MORTGAGE,20.25
11200,11.99,B,RENT,13.07
36000,9.44,B,MORTGAGE,21.48
10000,21.45,D,MORTGAGE,13.16
40000,6.08,A,MORTGAGE,36.91
10000,12.62,C,MORTGAGE,7.58
30000,11.99,B,MORTGAGE,18.05
20000,7.97,A,RENT,19.63
32000,10.42,B,MORTGAGE,69.36
10000,10.9,B,RENT,16.61
30000,10.9,B,MORTGAGE,11.36
5000,15.05,C,RENT,29.15
20000,16.02,C,MORTGAGE,11.91
16000,9.93,B,RENT,30.82
25000,9.43,B,MORTGAGE,28.58
12000,14.07,C,MORTGAGE,66.72
21000,6.07,A,OWN,32.1
28000,19.03,D,RENT,18.45
24000,21.45,D,RENT,13.14
30000,10.91,B,RENT,16.03
10000,9.44,B,RENT,7.05
13800,17.09,D,RENT,4.96
18000,18.45,D,RENT,36.83
12000,6.72,A,RENT,22.34
24000,16.02,C,RENT,14.01
11500,7.97,A,MORTGAGE,15.15
25200,17.09,D,OWN,12.46
10000,5.32,A,MORTGAGE,24.99
3000,16.02,C,MORTGAGE,16.29
8000,9.92,B,MORTGAGE,16.38
12000,6.07,A,RENT,14.27
5200,11.98,B,RENT,17.13
10000,16.01,C,RENT,9.88
12000,18.06,D,OWN,8.19
4800,6.71,A,OWN,9.66
3200,20,D,MORTGAGE,14.11
10000,12.62,C,RENT,12.09
30000,12.61,C,RENT,12.78
10000,12.62,C,OWN,24.09
40000,15.04,C,MORTGAGE,1.87
17000,5.32,A,RENT,22.31
10000,7.97,A,RENT,12.43
16000,14.07,C,MORTGAGE,30.33
4000,18.06,D,RENT,22.61
7000,10.91,B,RENT,14.63
14000,17.09,D,MORTGAGE,25.63
40000,11.99,B,MORTGAGE,49.84
29400,21.45,D,OWN,5.77
20000,17.09,D,RENT,15.56
7000,6.08,A,MORTGAGE,6.36
14000,10.42,B,RENT,13.43
10000,23.88,E,MORTGAGE,8.27
4000,6.08,A,OWN,29.71
6000,24.84,E,RENT,33.47
23000,6.07,A,MORTGAGE,26.17
3600,9.44,B,RENT,21.22
40000,6.08,A,MORTGAGE,9.91
2400,19.03,D,RENT,19.75
28000,30.17,F,MORTGAGE,23.48
6500,14.07,C,RENT,5.82
18000,6.71,A,OWN,20.85
3000,15.05,C,RENT,6.24
20000,21.85,D,RENT,39.27
2200,7.97,A,MORTGAGE,25.06
20000,6.72,A,MORTGAGE,9.44
25000,6.07,A,RENT,6.97
7200,9.93,B,MORTGAGE,28.98
12950,17.47,D,MORTGAGE,36.53
15000,20.39,D,RENT,10.62
9050,6.72,A,MORTGAGE,29.68
6400,9.92,B,MORTGAGE,19.72
20000,14.07,C,MORTGAGE,14.07
30000,9.93,B,MORTGAGE,14.63
10000,5.32,A,MORTGAGE,16.92
40000,5.31,A,MORTGAGE,18.14
14000,6.08,A,OWN,22.95
5000,11.98,B,MORTGAGE,18.48
12000,11.99,B,MORTGAGE,16.78
2400,9.43,B,MORTGAGE,7.83
6000,14.08,C,MORTGAGE,10
39200,5.31,A,MORTGAGE,13.13
20000,21.85,D,MORTGAGE,16.13
1000,14.07,C,OWN,22.59
10000,6.72,A,MORTGAGE,6.78
12000,17.09,D,RENT,38.8
20000,21.45,D,MORTGAGE,19.42
20000,11.98,B,RENT,11.23
15000,9.43,B,MORTGAGE,9.81
12000,26.3,E,RENT,25.44
25600,21.45,D,RENT,29.49
29000,9.43,B,MORTGAGE,14.9
11000,16.01,C,RENT,33.45
17500,14.08,C,RENT,16.43
25000,7.97,A,OWN,27.61
33000,9.93,B,OWN,9.63
30000,5.31,A,MORTGAGE,11.29
17000,16.01,C,MORTGAGE,35.47
30000,15.04,C,MORTGAGE,25.35
30000,18.45,D,RENT,23.72
32175,6.72,A,MORTGAGE,13.83
20000,7.96,A,MORTGAGE,15.22
15000,10.9,B,MORTGAGE,27.59
16000,7.96,A,MORTGAGE,12.02
20000,6.07,A,RENT,6.84
20000,15.05,C,MORTGAGE,15.15
40000,5.31,A,RENT,15.08
40000,15.04,C,MORTGAGE,10.72
27000,11.99,B,MORTGAGE,14.37
10000,7.35,A,MORTGAGE,10.13
5000,13.59,C,RENT,13.78
20000,15.04,C,RENT,12.27
7800,9.43,B,OWN,9.32
8000,7.35,A,MORTGAGE,13.71
17600,13.58,C,MORTGAGE,12.21
6400,11.99,B,MORTGAGE,31.44
35000,7.35,A,MORTGAGE,20.64
14000,20.39,D,OWN,17.16
5000,10.91,B,RENT,186
28000,17.09,D,MORTGAGE,18.9
10000,10.42,B,RENT,22.6
14000,9.44,B,RENT,4.04
5000,6.71,A,OWN,4.96
15000,10.91,B,RENT,27.47
37000,12.62,C,RENT,39.97
3500,6.72,A,OWN,8.75
10000,24.84,E,OWN,8.03
34425,10.41,B,MORTGAGE,11.66
6000,9.92,B,MORTGAGE,8.33
15600,13.59,C,MORTGAGE,14.18
7000,15.04,C,RENT,28.61
3100,5.31,A,OWN,10.69
8400,9.44,B,RENT,25.8
3025,18.06,D,MORTGAGE,13.33
4000,11.99,B,RENT,5.07
9000,9.43,B,RENT,6.73
8400,6.07,A,RENT,6.35
32000,13.59,C,MORTGAGE,44.26
7550,17.47,D,RENT,15.9
8000,7.35,A,MORTGAGE,32.48
16000,7.35,A,RENT,21.42
35200,11.99,B,MORTGAGE,43.93
25000,10.9,B,MORTGAGE,29.32
30000,19.03,D,MORTGAGE,56.86
10000,7.35,A,MORTGAGE,19.42
10000,10.42,B,OWN,24.21
25000,14.08,C,MORTGAGE,27
8000,12.62,C,OWN,37.56
3200,9.43,B,MORTGAGE,28.02
14850,16.02,C,OWN,33.28
12000,11.99,B,MORTGAGE,19.62
10000,10.42,B,MORTGAGE,12.56
6000,6.71,A,RENT,16.17
9800,6.08,A,RENT,24.96
4500,12.62,C,RENT,14.44
40000,10.42,B,MORTGAGE,19.58
9000,10.41,B,MORTGAGE,29.8
39000,5.31,A,MORTGAGE,17.68
8400,11.98,B,MORTGAGE,21.05
5100,6.72,A,MORTGAGE,19.64
10000,26.77,E,MORTGAGE,12.76
8000,10.42,B,RENT,10.35
24000,9.43,B,RENT,9.2
20000,11.99,B,RENT,14.47
12500,7.35,A,MORTGAGE,15.46
7000,9.44,B,RENT,15.76
12000,10.42,B,MORTGAGE,19.23
22000,15.05,C,RENT,19.62
15000,16.01,C,MORTGAGE,14.67
33000,9.93,B,RENT,20.42
5600,9.44,B,RENT,12.47
10000,7.97,A,RENT,6.37
5100,17.09,D,RENT,17.73
10000,18.06,D,RENT,29.4
10000,13.58,C,RENT,8.68
20000,9.93,B,MORTGAGE,11.12
15600,20,D,RENT,40.4
15000,9.43,B,RENT,24.77
20000,7.97,A,OWN,15.21
12000,16.01,C,RENT,28.44
10000,25.81,E,RENT,19.96
3000,12.61,C,MORTGAGE,21.55
11200,21.85,D,RENT,4.22
7000,7.34,A,MORTGAGE,27.45
16000,7.96,A,RENT,14.43
8650,6.72,A,MORTGAGE,7.73
10000,11.99,B,MORTGAGE,30.59
15000,6.07,A,MORTGAGE,34.69
20000,5.31,A,MORTGAGE,12.9
10000,9.44,B,MORTGAGE,35.02
12000,24.85,E,MORTGAGE,21.19
5000,13.59,C,RENT,3.59
28000,17.09,D,OWN,13.06
5000,17.47,D,RENT,13.28
38400,7.35,A,MORTGAGE,17.95
5400,10.91,B,MORTGAGE,27.2
25000,9.43,B,RENT,13.83
25000,18.45,D,OWN,12.62
30000,7.34,A,MORTGAGE,25.22
9550,17.09,D,MORTGAGE,33.85
5500,7.97,A,RENT,3.92
8000,19.42,D,MORTGAGE,10.41
15000,9.93,B,RENT,1.24
11000,17.09,D,RENT,13.97
35000,12.61,C,MORTGAGE,37.14
10000,20,D,RENT,10.08
3600,9.93,B,OWN,30.93
7000,7.35,A,MORTGAGE,20.22
3000,19.03,D,MORTGAGE,22.26
35000,18.06,D,MORTGAGE,68.74
15000,6.72,A,OWN,19.34
25000,10.91,B,MORTGAGE,10.67
20000,15.04,C,RENT,13.26
3000,13.59,C,MORTGAGE,12.67
5000,9.44,B,MORTGAGE,22.23
10000,20.39,D,RENT,16.2
14000,9.43,B,MORTGAGE,10.26
2000,11.99,B,RENT,23.26
15000,11.99,B,MORTGAGE,16.13
7200,13.58,C,RENT,24.64
12000,18.45,D,MORTGAGE,9.25
32000,15.05,C,MORTGAGE,32.28
35000,7.97,A,MORTGAGE,25.95
7000,10.42,B,RENT,10.23
16000,21.45,D,RENT,36.63
15000,19.03,D,RENT,25.94
3000,6.71,A,MORTGAGE,10.19
32000,21.85,D,MORTGAGE,30.31
10000,12.62,C,MORTGAGE,10.69
10450,13.58,C,MORTGAGE,36.16
10000,18.06,D,MORTGAGE,29.89
13000,10.9,B,MORTGAGE,18.5
16000,18.45,D,MORTGAGE,26
5000,6.72,A,MORTGAGE,15.64
30000,20,D,MORTGAGE,26.01
27000,5.31,A,MORTGAGE,8.67
30000,5.31,A,MORTGAGE,7.9
25000,9.93,B,RENT,3.27
32000,15.05,C,MORTGAGE,30.88
10000,7.96,A,OWN,37.26
40000,9.93,B,MORTGAGE,8.24
10000,7.34,A,MORTGAGE,21.56
18000,14.08,C,RENT,22.33
10000,9.44,B,MORTGAGE,7.47
13575,21.85,D,MORTGAGE,17.26
30000,14.07,C,MORTGAGE,22.84
40000,12.62,C,MORTGAGE,19.18
2500,11.99,B,MORTGAGE,33.15
10000,6.71,A,RENT,20.26
14400,16.02,C,RENT,11.86
25000,9.93,B,MORTGAGE,20.55
15000,6.72,A,RENT,14.52
14000,16.02,C,MORTGAGE,19.2
6000,9.44,B,OWN,16.43
24000,14.08,C,RENT,20.47
8000,6.71,A,RENT,24.37
11200,7.34,A,MORTGAGE,16.46
13000,12.62,C,RENT,10.3
1200,15.04,C,MORTGAGE,10.01
28000,9.92,B,MORTGAGE,7.42
5000,16.01,C,RENT,4.8
20000,14.07,C,MORTGAGE,35.15
28000,18.45,D,RENT,22.09
31000,16.01,C,MORTGAGE,19.37
16000,26.3,E,OWN,8.02
10000,26.77,E,MORTGAGE,0.46
15000,13.58,C,RENT,33.16
25000,11.99,B,RENT,13.56
10000,9.93,B,RENT,34.08
15800,19.42,D,MORTGAGE,23.8
2000,7.96,A,RENT,12.8
24775,9.43,B,OWN,5.15
10000,14.08,C,OWN,17.66
5000,5.31,A,RENT,3.12
22000,9.93,B,RENT,13.33
40000,18.06,D,RENT,17.25
9000,17.09,D,OWN,10.61
5000,7.97,A,OWN,23.06
5000,17.47,D,RENT,12.79
16000,25.81,E,RENT,16.53
40000,7.97,A,MORTGAGE,14.31
25000,15.04,C,MORTGAGE,9.81
30000,19.03,D,MORTGAGE,16.68
7200,15.05,C,RENT,15.78
8000,9.44,B,RENT,9.6
30000,14.07,C,RENT,15.81
10000,9.43,B,RENT,7.94
3000,10.91,B,RENT,7.01
4475,19.42,D,RENT,13.82
9500,10.42,B,OWN,5.58
35000,9.93,B,RENT,0.52
9000,14.07,C,RENT,24.69
20000,18.45,D,RENT,37.9
20000,11.99,B,RENT,17.24
20000,10.41,B,RENT,8.38
28000,9.93,B,RENT,15.65
4800,7.35,A,RENT,21.42
15000,11.99,B,OWN,14.6
19200,9.92,B,RENT,22.49
32000,12.61,C,MORTGAGE,9.42
12000,11.98,B,MORTGAGE,28.45
13000,9.93,B,MORTGAGE,29.26
7500,7.35,A,MORTGAGE,8.71
10000,9.92,B,RENT,16.47
10000,9.43,B,MORTGAGE,11.64
30000,12.61,C,RENT,18.87
15825,17.47,D,OWN,32.24
33300,15.05,C,MORTGAGE,84.68
8400,5.32,A,MORTGAGE,33.55
12000,13.59,C,RENT,20.22
30000,14.08,C,MORTGAGE,38.26
30000,7.97,A,MORTGAGE,4.15
16000,10.42,B,MORTGAGE,37.31
10000,7.97,A,OWN,16.99
12000,15.04,C,RENT,31.32
19500,15.04,C,MORTGAGE,29.21
35000,26.3,E,MORTGAGE,42.5
33600,12.62,C,RENT,22.96
29400,24.85,E,MORTGAGE,31.73
40000,6.71,A,RENT,7.54
35000,10.91,B,MORTGAGE,13.77
30000,16.02,C,RENT,1.04
15000,19.03,D,MORTGAGE,31.14
1500,10.91,B,RENT,35.26
15000,13.58,C,MORTGAGE,15.75
33250,6.72,A,RENT,26.92
25000,14.08,C,RENT,15.32
35000,6.08,A,MORTGAGE,0.47
5500,7.96,A,RENT,10.42
16000,17.47,D,MORTGAGE,33.39
8000,20,D,RENT,27.44
16000,6.07,A,RENT,2.4
3200,13.58,C,MORTGAGE,18.43
